Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR,Name-additional
155,JT Chargois,33,MIA,16.2,15,15,7,1,0,0,0,0,,0,0,9,4,44%,8,.415,1,2,12,0,1,14,5,10,5,2,5,0,3.3,17,chargjt01
156,JT Chargois,33,SEA,19.2,21,21,2,2,1,2,0,2,0%,4,2,8,1,13%,7,.666,4,7,10,8,3,10,7,14,4,6,5,5,2.8,13,chargjt01
157,Jesse Chavez,40,ATL,63.1,46,46,16,2,2,1,0,1,0%,2,1,20,4,20%,8,.570,9,8,29,10,5,31,14,32,20,4,22,2,4.1,23,chaveje01
158,Angel Chivilli,21,COL,31.2,30,30,10,2,3,3,1,2,33%,10,7,14,6,43%,8,1.016,12,5,13,12,4,14,7,23,6,4,7,4,3.2,17,chivian01
159,Marc Church,23,TEX,1.0,1,1,0,0,0,0,0,0,,0,0,0,0,,7,.078,0,0,1,0,0,1,0,1,0,0,0,0,3.0,15,churcma01
160,Adam Cimber,33,LAA,24.1,28,28,2,3,0,0,0,0,,8,8,17,2,12%,6,1.250,11,7,10,11,3,14,11,17,3,9,4,4,2.6,15,cimbead01
161,José Cisnero,35,LAA,15.2,15,15,3,0,0,1,0,1,0%,2,1,8,4,50%,6,.649,1,2,12,3,0,12,6,9,4,5,6,1,3.1,21,cisnejo01
162,Emmanuel Clase,26,CLE,74.1,74,74,66,4,2,50,47,3,94%,50,0,0,0,,9,1.795,46,14,14,59,10,5,6,68,1,1,1,20,3.0,13,claseem01
163,Garrett Cleavinger*,30,TBR,60.0,68,68,15,7,5,8,6,2,75%,23,15,22,3,14%,7,1.544,34,21,13,28,20,20,21,47,6,19,8,13,2.6,16,cleavga01
164,Kody Clemens,28,PHI,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,1,0,0,1,0,1,0,0,0,0,3.0,16,clemeko01
165,Ernie Clement,28,TOR,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,1,0,0,1,0,1,0,0,0,0,3.0,16,clemeer01
166,Dylan Coleman,27,HOU,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.013,0,0,1,1,0,0,0,1,0,0,0,0,3.0,16,colemdy01
167,Luis Contreras,28,HOU,6.0,5,5,3,0,0,0,0,0,,0,0,2,0,0%,8,.250,0,0,5,3,0,2,2,3,2,1,2,0,3.6,21,contrlu01
168,Roansy Contreras,24,TOT,68.1,49,46,20,2,3,4,2,2,50%,5,1,22,6,27%,,.663,7,8,31,9,3,34,16,30,20,8,21,4,4.0,20,contrro01
169,Roansy Contreras,24,PIT,16.1,12,12,6,1,0,1,0,1,0%,1,0,9,2,22%,9,.738,2,2,8,1,1,10,5,7,6,3,6,1,4.1,22,contrro01
170,Roansy Contreras,24,LAA,52.0,37,34,14,1,3,3,2,1,67%,4,1,13,4,31%,9,.638,5,6,23,8,2,24,11,23,14,5,15,3,3.9,20,contrro01
171,Nestor Cortes*,29,NYY,174.1,31,1,1,1,0,0,0,0,,0,0,1,0,0%,5,.943,1,0,0,1,0,0,1,0,1,0,1,0,13.0,48,cortene01
172,Tom Cosgrove*,28,SDP,14.2,18,18,3,0,1,0,0,0,,2,2,6,2,33%,9,.686,3,2,13,5,3,10,5,13,2,9,5,3,2.4,18,cosgrto01
173,Danny Coulombe*,34,BAL,29.2,33,33,3,1,0,2,1,1,50%,15,13,13,0,0%,8,1.092,12,10,11,25,4,4,10,23,3,14,6,5,2.7,14,couloda01
174,Jake Cousins,29,NYY,38.0,37,37,6,2,1,1,1,0,100%,9,8,18,9,50%,7,1.120,5,14,18,16,3,18,14,23,10,12,13,7,3.1,17,cousija01
175,Brandon Crawford,37,STL,1.1,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.006,0,0,1,0,0,1,0,1,1,0,1,0,4.0,35,crawfbr01
176,Nabil Crismatt,29,LAD,7.0,5,5,4,1,1,0,0,0,,0,0,0,0,,9,.566,1,0,4,1,1,3,0,5,2,0,3,0,4.2,19,crismna01
177,Cooper Criswell,27,BOS,99.1,26,8,4,1,2,1,0,1,0%,1,0,0,0,,7,.922,1,3,4,3,2,3,1,7,4,1,4,0,5.4,34,criswco01
178,Jeff Criswell,25,COL,19.2,13,13,1,1,0,0,0,0,,0,0,6,2,33%,7,.567,2,4,7,2,1,10,3,10,7,1,8,1,4.5,27,criswje01
179,Declan Cronin,26,MIA,70.1,56,56,9,3,4,1,0,1,0%,9,8,28,7,25%,7,.941,18,10,28,14,10,32,21,35,22,13,25,9,3.8,20,cronide01
180,Hans Crouse,25,LAA,25.1,25,25,5,4,3,1,0,1,0%,2,1,8,1,13%,7,.827,7,3,15,4,4,17,6,19,5,4,5,3,3.0,17,crousha01
181,Fernando Cruz,34,CIN,66.2,69,66,6,3,8,3,0,3,0%,26,23,39,9,23%,8,1.378,30,22,14,35,18,13,25,41,11,23,12,12,2.8,16,cruzfe01
182,Steven Cruz,25,KCR,5.2,5,5,3,0,0,0,0,0,,0,0,3,1,33%,8,.134,0,0,5,0,0,5,2,3,2,1,2,1,3.4,16,cruzst01
183,José Cuas,30,TOT,16.1,13,13,3,0,0,0,0,0,,0,0,10,6,60%,,.350,2,2,9,3,1,9,5,8,7,2,7,1,3.8,25,cuasjo01
184,José Cuas,30,CHC,13.1,9,9,2,0,0,0,0,0,,0,0,8,4,50%,7,.335,1,2,6,2,1,6,4,5,7,1,7,0,4.4,29,cuasjo01
185,José Cuas,30,TOR,3.0,4,4,1,0,0,0,0,0,,0,0,2,2,100%,7,.402,1,0,3,1,0,3,1,3,0,1,0,1,2.3,16,cuasjo01
186,Xzavion Curry,25,TOT,42.2,16,11,3,1,1,0,0,0,,1,1,9,1,11%,,.781,2,5,4,1,2,8,5,6,6,2,6,3,5.6,27,curryxz01
187,Xzavion Curry,25,CLE,24.2,7,3,3,0,1,0,0,0,,0,0,3,0,0%,7,.886,0,3,0,0,1,2,1,2,3,0,3,0,7.7,40,curryxz01
188,Xzavion Curry,25,MIA,18.0,9,8,0,1,0,0,0,0,,1,1,6,1,17%,6,.604,2,2,4,1,1,6,4,4,3,2,3,3,4.9,22,curryxz01
189,John Curtiss,31,COL,2.1,3,3,2,0,0,0,0,0,,0,0,2,2,100%,9,.479,0,2,1,0,0,3,1,2,0,1,0,0,2.3,13,curtijo02
190,Tucker Davidson*,28,BAL,4.2,1,1,0,1,0,0,0,0,,0,0,0,0,,2,.343,0,0,1,1,0,0,0,1,1,0,1,0,14.0,67,davidtu01
191,Austin Davis*,31,SDP,7.0,7,7,0,0,0,0,0,0,,0,0,3,1,33%,8,.236,0,1,6,2,0,5,2,5,1,2,3,1,3.0,20,davisau01
192,Noah Davis,27,COL,20.1,9,9,2,0,0,0,0,0,,1,1,2,0,0%,5,.687,1,2,6,1,1,7,2,7,7,0,7,0,6.8,40,davisno01
193,Brett de Geus,26,TOT,11.1,13,13,5,0,2,0,0,0,,0,0,8,1,13%,,.860,2,3,8,1,2,10,6,7,1,4,2,3,2.6,15,degeubr01
194,Brett de Geus,26,TOT,5.2,6,6,3,0,0,0,0,0,,0,0,3,0,0%,,.248,0,2,4,1,0,5,2,4,1,1,1,1,2.8,16,degeubr01
195,Brett de Geus,26,SEA,3.1,4,4,3,0,0,0,0,0,,0,0,1,0,0%,8,.288,0,1,3,1,0,3,1,3,0,1,0,1,2.5,14,degeubr01
196,Brett de Geus,26,MIA,5.2,7,7,2,0,2,0,0,0,,0,0,5,1,20%,8,1.426,2,1,4,0,2,5,4,3,0,3,1,2,2.4,14,degeubr01
197,Brett de Geus,26,TOR,2.1,2,2,0,0,0,0,0,0,,0,0,2,0,0%,7,.197,0,1,1,0,0,2,1,1,1,0,1,0,3.5,20,degeubr01
198,Enyel De Los Santos,28,TOT,63.9,64,64,20,1,2,4,2,2,50%,13,9,47,18,38%,,.784,19,12,33,22,10,32,27,37,16,20,23,11,3.0,18,delosen01
199,Enyel De Los Santos,28,TOT,23.2,20,20,7,0,0,1,1,0,100%,2,1,16,3,19%,,.733,5,3,12,3,3,14,8,12,9,4,10,3,3.6,21,delosen01
200,Enyel De Los Santos,28,SDP,40.1,44,44,13,1,2,3,1,2,33%,11,8,31,15,48%,8,.816,14,9,21,19,7,18,19,25,7,16,13,8,2.8,16,delosen01
201,Enyel De Los Santos,28,NYY,6.1,5,5,1,0,0,0,0,0,,0,0,2,2,100%,7,.378,1,1,3,1,1,3,1,4,3,1,4,1,3.8,26,delosen01
202,Enyel De Los Santos,28,CHW,17.1,15,15,6,0,0,1,1,0,100%,2,1,14,1,7%,8,.918,4,2,9,2,2,11,7,8,6,3,6,2,3.5,19,delosen01
203,Chris Devenski,33,TBR,26.2,19,19,4,2,1,2,0,2,0%,2,0,8,2,25%,7,.497,2,4,13,5,1,13,4,15,9,4,9,3,4.2,28,devench02
204,Alexis Díaz,27,CIN,56.1,60,60,50,2,5,32,28,4,88%,32,0,11,2,18%,9,1.600,27,14,19,40,7,13,8,52,2,8,3,9,2.8,16,diazal03
205,Edwin Díaz,30,NYM,53.2,54,55,40,6,4,27,20,7,74%,29,2,13,6,46%,9,2.238,31,8,16,37,12,6,9,46,6,8,6,14,2.9,17,diazed04
206,Jhonathan Díaz*,27,SEA,9.2,5,4,3,0,1,0,0,0,,0,0,3,3,100%,9,.700,1,0,3,2,1,1,2,2,1,1,1,0,3.3,21,diazjh01
207,Miguel Díaz,29,HOU,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,1,0,0,1,0,1,0,0,0,0,3.0,10,diazmi02
208,Yilber Diaz,23,ARI,28.1,7,3,1,0,0,0,0,0,,0,0,3,1,33%,6,.765,0,0,3,1,0,2,2,1,3,0,3,0,8.3,50,diazyi01
209,Jake Diekman*,37,NYM,32.0,43,43,10,2,3,7,4,3,57%,15,8,19,8,42%,7,1.429,15,9,19,24,5,14,15,28,2,23,3,8,2.2,15,diekmja01
210,Randy Dobnak,29,MIN,9.2,5,5,3,0,0,0,0,0,,0,0,0,0,,8,.253,0,0,5,2,0,3,0,5,3,1,3,0,5.8,37,dobnara01
211,Dylan Dodd*,26,ATL,2.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.314,0,0,1,0,0,1,0,1,1,0,1,0,6.0,34,dodddy01
212,Seranthony Domínguez,29,TOT,58.2,63,63,27,3,4,13,11,2,85%,19,6,20,7,35%,,1.172,17,14,32,36,6,21,15,48,4,14,6,10,2.8,17,dominse01
213,Seranthony Domínguez,29,PHI,36.0,38,38,10,3,2,2,1,1,50%,6,4,11,5,45%,8,.966,6,9,23,16,3,19,9,29,2,8,3,5,2.8,17,dominse01
214,Seranthony Domínguez,29,BAL,22.2,25,25,17,0,2,11,10,1,91%,13,2,9,2,22%,9,1.502,11,5,9,20,3,2,6,19,2,6,3,5,2.7,16,dominse01
215,Camilo Doval,26,SFG,59.0,62,62,40,5,3,28,23,5,82%,33,5,9,3,33%,9,1.949,26,20,16,45,10,7,9,53,3,9,3,20,2.9,18,dovalca01
216,Daniel Duarte,27,MIN,4.0,2,2,0,1,0,0,0,0,,0,0,0,0,,5,.227,0,1,1,0,0,2,0,2,2,0,2,0,6.0,28,duartda01
217,Shawn Dubin,28,HOU,45.1,31,29,11,1,1,2,2,0,100%,2,0,14,2,14%,7,.744,5,7,17,7,3,19,6,23,10,1,11,2,4.1,25,dubinsh01
218,Tyler Duffey,33,KCR,9.0,9,9,0,1,0,0,0,0,,1,1,4,1,25%,8,.669,1,1,7,3,0,6,2,7,3,4,3,0,3.0,21,duffety01
219,Dane Dunning,29,TEX,95.0,26,11,6,1,1,0,0,0,,0,0,7,1,14%,7,.698,2,2,7,0,1,10,4,7,9,0,9,0,6.4,39,dunnida01
220,Parker Dunshee,29,ATL,2.1,1,1,0,0,0,0,0,0,,0,0,1,0,0%,3,.154,0,0,1,0,0,1,1,0,1,0,1,0,7.0,51,dunshpa01
221,Jhoan Durán,26,MIN,54.1,58,58,37,6,9,25,23,2,92%,32,7,6,3,50%,9,2.003,40,7,11,38,17,3,7,51,3,11,3,14,2.8,15,duranjh01
222,Jake Eder*,25,CHW,2.0,1,1,1,0,0,0,0,0,,0,0,0,0,,7,.138,0,0,1,0,0,1,0,1,1,0,1,0,6.0,45,ederja01
223,Carl Edwards Jr.,32,SDP,0.0,1,1,0,0,0,0,0,0,,1,0,2,2,100%,6,2.293,1,0,0,1,0,0,1,0,0,1,0,0,0.0,12,edwarca01
224,Scott Effross,30,NYY,3.1,3,3,1,0,0,0,0,0,,0,0,1,0,0%,8,.311,0,0,3,0,0,3,1,2,2,1,2,0,3.3,18,effrosc01
225,Brandon Eisert*,26,TOR,6.2,3,3,2,0,0,0,0,0,,0,0,3,0,0%,8,.255,0,1,2,0,0,3,1,2,3,0,3,0,6.7,37,eiserbr01
226,Fraser Ellard*,26,CHW,24.0,25,25,2,2,3,2,1,1,50%,4,2,20,7,35%,8,1.219,12,5,8,6,7,12,11,14,7,12,7,3,2.9,17,ellarfr01
227,Kent Emanuel*,32,MIA,17.2,12,12,4,0,0,0,0,0,,0,0,9,4,44%,6,.643,2,5,5,1,0,11,6,6,6,3,7,1,4.4,25,emanuke01
228,Mason Englert,24,DET,21.2,12,11,5,1,0,0,0,0,,0,0,5,1,20%,9,.244,1,0,10,3,1,7,3,8,6,0,6,0,5.4,30,englema01
229,Lucas Erceg,29,TOT,61.2,61,61,16,2,6,19,14,5,74%,38,18,22,4,18%,,1.527,30,17,14,46,5,10,14,47,12,12,13,12,3.0,16,erceglu01
230,Lucas Erceg,29,OAK,36.2,38,38,4,2,3,6,3,3,50%,19,12,9,2,22%,8,1.416,15,11,12,26,3,9,7,31,6,9,7,5,2.9,15,erceglu01
231,Lucas Erceg,29,KCR,25.0,23,23,12,0,3,13,11,2,85%,19,6,13,2,15%,9,1.706,15,6,2,20,2,1,7,16,6,3,6,7,3.3,17,erceglu01
232,Paolo Espino,37,TOR,8.2,3,2,0,0,0,0,0,0,,0,0,1,0,0%,4,.512,0,0,2,0,0,2,1,1,2,0,2,0,7.0,42,espinpa01
233,Joey Estes,22,OAK,127.2,25,1,0,0,0,0,0,0,,1,1,0,0,,6,.953,1,0,0,1,0,0,0,1,1,0,1,0,8.0,39,estesjo01
234,Carlos Estévez,31,TOT,55.0,54,54,47,4,5,31,26,5,84%,31,0,1,0,0%,,1.795,32,8,14,40,9,5,5,49,3,3,4,14,3.1,15,estevca01
235,Carlos Estévez,31,LAA,34.0,34,34,29,1,3,23,20,3,87%,23,0,1,0,0%,9,1.683,22,6,6,27,5,2,4,30,1,2,2,10,3.0,14,estevca01
236,Carlos Estévez,31,PHI,21.0,20,20,18,3,2,8,6,2,75%,8,0,0,0,,9,1.954,10,2,8,13,4,3,1,19,2,1,2,4,3.2,17,estevca01
237,Jeremiah Estrada,25,SDP,61.0,62,62,14,6,3,4,1,3,25%,20,16,24,10,42%,8,1.181,22,18,22,32,11,19,17,45,10,17,12,13,3.0,16,estraje01
238,Alex Faedo,28,DET,57.1,37,31,7,5,2,3,0,3,0%,11,8,16,3,19%,6,1.068,9,12,10,16,6,9,12,19,23,3,26,2,4.7,26,faedoal01
239,Pete Fairbanks,30,TBR,45.1,46,46,36,3,3,27,23,4,85%,29,1,5,2,40%,9,1.928,27,10,9,34,8,4,4,42,1,3,1,10,3.0,15,fairbpe01
240,Buck Farmer,33,CIN,71.0,61,60,21,3,2,2,1,1,50%,3,1,27,12,44%,7,.644,10,12,38,21,8,31,17,43,18,10,20,9,3.5,19,farmebu01
241,Kyle Farmer,33,MIN,4.0,3,3,3,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,3,0,0,3,0,3,1,0,1,0,4.0,14,farmeky01
242,Calvin Faucher,28,MIA,53.2,53,53,18,2,3,8,6,2,75%,19,11,12,5,42%,8,1.496,28,7,18,28,11,14,9,44,6,9,6,11,3.0,19,fauchca01
243,Brady Feigl*,33,PIT,1.2,1,1,0,0,0,0,0,0,,0,0,2,0,0%,7,.007,0,0,1,0,0,1,1,0,1,0,1,0,5.0,44,feiglbr01
244,Caleb Ferguson*,27,TOT,54.1,62,62,19,1,4,3,1,2,33%,14,11,37,12,32%,,.992,14,17,31,26,6,30,26,36,11,27,15,9,2.6,15,ferguca01
245,Caleb Ferguson*,27,NYY,33.1,42,42,12,1,3,2,1,1,50%,12,10,30,10,33%,7,1.191,13,12,17,19,5,18,20,22,5,20,9,6,2.4,14,ferguca01
246,Caleb Ferguson*,27,HOU,21.0,20,20,7,0,1,1,0,1,0%,2,1,7,2,29%,8,.665,1,5,14,7,1,12,6,14,6,7,6,3,3.2,17,ferguca01
247,Tyler Ferguson,30,OAK,51.1,48,48,15,4,2,4,2,2,50%,16,11,12,4,33%,8,.925,20,5,23,26,8,14,9,39,8,5,10,11,3.2,17,ferguty01
248,Ryan Fernandez,26,STL,66.2,62,62,16,1,6,5,2,3,40%,17,12,32,10,31%,6,1.284,25,11,26,27,11,24,27,35,21,14,25,12,3.2,19,fernary01
249,Jose A. Ferrer*,24,WSN,32.0,31,31,6,1,0,2,1,1,50%,8,6,13,3,23%,8,.892,9,7,15,13,6,12,9,22,9,8,9,6,3.1,15,ferrejo01
250,David Festa,24,MIN,64.1,14,1,0,0,0,0,0,0,,0,0,2,0,0%,1,.970,1,0,0,0,1,0,1,0,1,0,1,0,13.0,73,festada01
251,Matt Festa,31,TOT,23.2,19,19,4,6,1,0,0,0,,0,0,12,2,17%,,.823,4,4,11,3,4,12,9,10,8,1,10,2,3.7,20,festama01
252,Matt Festa,31,NYM,1.0,1,1,1,0,1,0,0,0,,0,0,0,0,,11,2.395,1,0,0,0,1,0,1,0,0,0,0,0,3.0,28,festama01
253,Matt Festa,31,TEX,22.2,18,18,3,6,0,0,0,0,,0,0,12,2,17%,6,.686,3,4,11,3,3,12,8,10,8,1,10,2,3.8,20,festama01
254,J.P. Feyereisen,31,LAD,11.0,10,10,6,0,1,1,1,0,100%,1,0,0,0,,9,.593,2,0,8,8,1,1,1,9,2,1,3,1,3.3,18,feyerjo01
255,Kyle Finnegan,32,WSN,63.2,65,65,58,3,8,43,38,5,88%,43,0,11,3,27%,9,1.909,33,21,11,51,11,3,13,52,8,8,8,18,2.9,16,finneky01
256,Tyler Fitzgerald,26,SFG,3.0,3,3,3,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,3,0,0,3,0,3,0,0,0,0,3.0,12,fitzgty01
257,Josh Fleming*,28,PIT,31.1,25,22,9,1,0,2,1,1,50%,3,1,10,4,40%,8,.583,3,2,17,7,2,13,6,16,7,7,9,3,3.3,19,flemijo01
258,Chris Flexen,29,CHW,160.0,33,3,0,0,1,0,0,0,,0,0,1,0,0%,5,.990,0,1,2,0,1,2,1,2,3,0,3,0,12.7,62,flexech01
259,Dylan Floro,33,TOT,68.2,66,66,10,6,4,1,0,1,0%,12,11,22,11,50%,,.871,16,16,34,28,8,30,15,51,14,14,18,12,3.1,15,florody01
260,Dylan Floro,33,WSN,52.1,51,51,8,3,3,1,0,1,0%,10,9,18,8,44%,7,.982,13,13,25,22,5,24,13,38,10,10,14,10,3.1,15,florody01
261,Dylan Floro,33,ARI,16.1,15,15,2,3,1,0,0,0,,2,2,4,3,75%,6,.568,3,3,9,6,3,6,2,13,4,4,4,2,3.3,18,florody01
262,Jason Foley,28,DET,60.0,69,69,41,3,6,32,28,4,88%,40,8,24,6,25%,9,1.916,40,14,15,44,15,10,21,48,5,23,9,21,2.6,13,foleyja01
263,Matt Foster,29,CHW,6.2,6,5,1,0,1,0,0,0,,1,1,0,0,,9,.795,2,1,2,1,1,3,0,5,1,2,1,0,2.8,17,fostema01
264,Bowden Francis,28,TOR,103.2,27,14,7,3,1,0,0,0,,1,0,8,6,75%,9,.820,2,5,7,5,1,8,5,9,8,1,8,1,5.7,33,francbo01
265,Luis Frías,26,TOT,9.2,11,11,5,0,1,1,0,1,0%,2,0,1,1,100%,,.555,1,3,7,5,1,5,1,10,2,4,2,0,2.6,21,friaslu01
266,Luis Frías,26,ARI,6.1,7,7,4,0,1,1,0,1,0%,2,0,1,1,100%,9,.780,1,2,4,3,0,4,1,6,1,2,1,0,2.7,20,friaslu01
267,Luis Frías,26,TOR,3.1,4,4,1,0,0,0,0,0,,0,0,0,0,,9,.237,0,1,3,2,1,1,0,4,1,2,1,0,2.5,22,friaslu01
268,Carson Fulmer,30,LAA,86.2,37,29,16,0,2,1,0,1,0%,1,0,8,4,50%,8,.698,3,4,22,3,3,23,9,20,17,2,18,3,5.0,29,fulmeca01
269,Kody Funderburk*,27,MIN,34.2,27,27,6,1,0,1,1,0,100%,6,5,19,9,47%,8,.581,7,4,16,9,2,16,11,16,13,5,14,3,3.9,24,fundeko01
270,Hunter Gaddis,26,CLE,74.2,78,78,8,6,3,5,0,5,0%,39,33,18,6,33%,8,1.440,43,10,25,53,13,12,13,65,3,12,4,19,2.9,14,gaddihu01
271,Giovanny Gallegos,32,STL,20.2,21,21,6,2,1,1,1,0,100%,3,2,8,3,38%,7,.854,4,7,10,4,2,15,7,14,6,9,6,3,3.0,19,gallegi01
272,Gerson Garabito,28,TEX,26.1,18,16,10,0,1,1,0,1,0%,1,0,3,2,67%,9,.472,1,1,14,4,1,11,3,13,6,5,6,0,3.8,22,garabge01
273,Deivi García,25,CHW,14.0,14,14,3,1,2,2,1,1,50%,2,0,4,2,50%,7,1.179,5,3,6,3,3,8,5,9,4,5,4,3,3.0,20,garcide01
274,Luis García,37,TOT,59.0,60,60,10,5,1,7,4,3,57%,22,14,18,11,61%,,1.190,21,17,22,29,7,24,10,50,7,13,8,13,3.0,15,garcilu03
275,Luis García,37,LAA,43.2,45,45,8,5,1,6,4,2,67%,18,11,15,8,53%,8,1.281,17,15,13,21,7,17,8,37,5,10,5,9,2.9,15,garcilu03
276,Luis García,37,BOS,15.1,15,15,2,0,0,1,0,1,0%,4,3,3,3,100%,8,.960,4,2,9,8,0,7,2,13,2,3,3,4,3.1,15,garcilu03
277,Robert Garcia*,28,WSN,59.2,72,72,6,3,6,4,0,4,0%,17,13,42,11,26%,7,1.144,20,23,29,31,12,29,28,44,9,31,13,25,2.5,13,garciro04
278,Yimi García,33,TOT,39.0,39,39,8,3,0,7,5,2,71%,20,13,15,1,7%,,1.374,13,18,8,25,7,7,10,29,6,8,7,7,3.0,16,garciyi01
279,Yimi García,33,TOR,30.0,29,29,8,3,0,6,5,1,83%,16,10,12,0,0%,9,1.481,10,13,6,19,6,4,8,21,5,5,6,4,3.1,16,garciyi01
280,Yimi García,33,SEA,9.0,10,10,0,0,0,1,0,1,0%,4,3,3,1,33%,8,1.051,3,5,2,6,1,3,2,8,1,3,1,3,2.7,16,garciyi01
281,Amir Garrett*,32,LAA,5.1,6,6,1,0,0,0,0,0,,0,0,1,1,100%,7,.505,1,1,4,1,1,4,1,5,0,2,0,1,2.7,17,garream01
282,Reed Garrett,31,NYM,57.1,53,53,13,8,5,9,4,5,44%,23,14,34,18,53%,7,1.534,23,16,14,35,11,7,22,31,13,13,16,7,3.2,18,garrere01
283,Domingo Germán,31,PIT,20.2,7,5,3,0,0,0,0,0,,0,0,0,0,,5,.714,0,2,3,1,0,4,0,5,4,1,4,0,7.0,48,germado01
284,Ian Gibaut,30,CIN,2.0,2,2,0,0,0,0,0,0,,0,0,0,0,,8,1.615,1,0,1,0,1,1,0,2,0,0,0,0,3.0,20,gibauia01
285,Tyler Gilbert*,30,PHI,8.1,6,6,2,0,0,0,0,0,,0,0,2,2,100%,8,.103,0,0,6,1,0,5,1,5,3,1,3,0,4.2,24,gilbety01
286,Lucas Gilbreath*,28,COL,1.0,3,3,0,0,0,0,0,0,,0,0,1,0,0%,8,.598,0,2,1,1,0,2,1,2,0,3,0,0,1.0,16,gilbrlu01
287,Logan Gillaspie,27,SDP,11.1,9,9,4,0,0,0,0,0,,0,0,3,1,33%,8,.245,1,0,8,2,0,7,2,7,3,1,3,1,3.8,17,gillalo01
288,Connor Gillispie,26,CLE,8.0,3,3,2,0,0,0,0,0,,0,0,0,0,,6,.310,0,1,2,0,0,3,0,3,3,0,3,0,8.0,46,gillico01
289,Kevin Ginkel,30,ARI,70.0,72,72,16,8,3,11,5,6,45%,30,18,29,4,14%,7,1.475,33,18,21,50,13,9,19,53,13,18,16,16,2.9,16,ginkeke01
290,J.T. Ginn,25,OAK,34.0,8,2,1,0,0,0,0,0,,0,0,0,0,,8,.880,0,0,2,0,0,2,0,2,2,0,2,0,5.5,30,ginnjt01
291,Yoendrys Gómez,24,NYY,11.1,5,5,3,0,0,0,0,0,,0,0,4,3,75%,8,.053,0,0,5,2,0,3,3,2,4,0,4,0,6.8,43,gomezyo01
292,Victor González*,28,NYY,23.1,27,27,8,2,1,3,2,1,67%,6,3,13,2,15%,9,.792,6,7,14,12,4,11,8,19,4,10,7,6,2.6,14,gonzavi02
293,Anthony Gose*,33,CLE,4.1,3,3,3,0,0,0,0,0,,0,0,1,0,0%,8,.166,0,0,3,0,0,3,1,2,2,0,2,0,4.3,26,gosean01
294,Gordon Graceffo,24,STL,7.2,2,1,1,0,0,0,0,0,,0,0,1,0,0%,5,.432,0,0,1,0,0,1,1,0,1,0,1,0,13.0,67,gracego01
295,Brusdar Graterol,25,LAD,7.1,7,7,2,0,0,0,0,0,,0,0,0,0,,9,.393,0,2,5,1,0,6,0,7,1,1,1,0,3.1,15,gratebr01
296,Jon Gray,32,TEX,102.2,23,4,2,0,0,0,0,0,,0,0,4,0,0%,6,.915,1,1,2,0,0,4,2,2,3,0,3,0,5.3,27,grayjo02
297,Chad Green,33,TOR,53.1,53,53,34,4,6,20,17,3,85%,27,7,18,4,22%,9,1.663,24,16,13,33,12,8,13,40,11,6,11,8,3.0,16,greench03
298,Michael Grove,27,LAD,51.0,39,37,7,4,2,1,0,1,0%,8,7,9,2,22%,7,.894,11,10,16,13,10,14,10,27,13,6,15,4,3.9,21,grovemi01
299,Sean Guenther*,28,DET,21.0,17,17,4,3,0,1,0,1,0%,3,2,8,1,13%,8,1.015,7,3,7,4,5,8,7,10,9,3,10,4,3.7,14,guentse01
300,Luis Guerrero,23,BOS,10.0,9,9,2,0,0,0,0,0,,3,3,9,3,33%,7,.879,3,3,3,3,1,5,4,5,4,1,4,1,3.3,15,guerrlu01
301,Luis Guillorme,29,TOT,3.0,3,3,3,0,0,0,0,0,,0,0,2,1,50%,,.000,0,0,3,0,0,3,1,2,0,0,0,0,3.0,14,guilllu01
302,Luis Guillorme,29,ATL,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,1,0,0,1,0,1,0,0,0,0,3.0,20,guilllu01
303,Luis Guillorme,29,LAA,2.0,2,2,2,0,0,0,0,0,,0,0,2,1,50%,8,.000,0,0,2,0,0,2,1,1,0,0,0,0,3.0,12,guilllu01
304,Vladimir Gutierrez,28,MIA,4.0,1,1,0,0,0,1,0,1,0%,1,0,0,0,,6,1.303,0,1,0,1,0,0,0,1,1,0,1,0,12.0,80,gutievl01
305,Josh Hader*,30,HOU,71.0,71,71,62,8,8,38,34,4,89%,38,0,11,7,64%,9,1.761,34,20,17,48,18,5,6,65,7,8,9,17,3.0,16,haderjo01
306,DL Hall*,25,MIL,43.0,13,6,2,0,1,0,0,0,,1,1,0,0,,5,.925,0,1,5,1,0,5,0,6,5,0,5,0,6.0,33,halldl01
307,Seth Halvorsen,24,COL,12.1,12,12,8,2,1,3,2,1,67%,5,2,5,1,20%,9,1.345,7,2,3,6,4,2,3,9,3,2,3,3,3.1,15,halvose01
